shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days
SHO7804,FEDEX,19/06/2026,Delayed,Mumbai,Bangalore,367.08,24/06/2026,,
SHO7806,BLUEDART,07/09/2025,Delayed,Hyderabad,Pune,494.39,14/09/2025,22/09/2025,
SHO7809,FEDEX,12/04/2025,Delivered,Chennai,Mumbai,361.92,09/12/2025,07/12/2025,0
SHO7810,DHL,06/05/2025,Accepted,Pune,Delhi,365.7,05/09/2025,,
SHO7811,BLUEDART,09/08/2025,In Transit,Mumbai,Delhi,209.52,08/11/2025,,
SHO7814,BLUEDART,27/03/2025,Accepted,Bangalore,Hyderabad,283.9,31/03/2025,,
SHO7815,FEDEX,22/08/2024,Accepted,Mumbai,Delhi,388.8,26/08/2024,,
SHO7818,BLUEDART,25/02/2024,Delayed,Delhi,Chennai,153.44,02/03/2024,03/06/2024,
SHO7819,FEDEX,17/02/2026,In Transit,Delhi,Bangalore,494.78,23/02/2026,,
SHO7826,DHL,21/02/2024,Accepted,Mumbai,Hyderabad,59.12,25/02/2024,,
SHO7827,DHL,10/06/2024,Accepted,Bangalore,Pune,199.0,15/06/2024,,
SHO7829,BLUEDART,25/06/2025,In Transit,Hyderabad,Pune,234.06,02/07/2025,,
SHO7830,FEDEX,06/06/2024,Delayed,Pune,Chennai,53.52,06/10/2024,20/06/2024,
SHO7833,BLUEDART,21/01/2025,Delayed,Mumbai,Delhi,370.55,25/01/2025,01/02/2025,
SHO7840,FEDEX,21/03/2025,Delayed,Bangalore,Delhi,14.11,23/03/2025,31/03/2025,
SHO7853,FEDEX,21/04/2025,Delivered,Delhi,Bangalore,10.91,25/04/2025,28/04/2025,3
SHO7855,BLUEDART,13/07/2025,In Transit,Chennai,Delhi,316.68,15/07/2025,,
SHO7859,BLUEDART,09/10/2025,Delayed,Chennai,Hyderabad,88.59,15/10/2025,19/10/2025,
SHO7860,FEDEX,08/01/2025,Delayed,Bangalore,Pune,219.48,08/04/2025,13/08/2025,
SHO7864,DHL,06/02/2026,Pending,Bangalore,Delhi,241.16,10/02/2026,,
SHO7866,BLUEDART,19/02/2026,Delayed,Pune,Bangalore,156.46,25/02/2026,27/02/2026,
SHO7869,FEDEX,23/03/2024,Delivered,Mumbai,Bangalore,66.49,27/03/2024,01/04/2024,5
SHO7872,BLUEDART,19/04/2025,Pending,Pune,Mumbai,420.05,25/04/2025,,
SHO7874,DHL,01/11/2024,Pending,Mumbai,Chennai,122.28,08/11/2024,,
SHO7876,FEDEX,30/05/2026,In Transit,Hyderabad,Pune,216.58,02/06/2026,,
SHO7877,FEDEX,17/10/2024,Pending,Delhi,Pune,241.03,24/10/2024,,
SHO7881,FEDEX,18/11/2025,Delayed,Delhi,Mumbai,165.66,21/11/2025,22/11/2025,
SHO7885,BLUEDART,02/01/2026,In Transit,Chennai,Pune,19.04,09/01/2026,,
SHO7887,DHL,24/02/2024,Pending,Delhi,Chennai,178.07,26/02/2024,,
SHO7890,DHL,11/04/2026,Pending,Chennai,Hyderabad,471.57,16/04/2026,,
SHO7893,BLUEDART,29/08/2025,Accepted,Pune,Hyderabad,44.29,05/09/2025,,
SHO7895,DHL,31/01/2024,Delivered,Chennai,Mumbai,232.52,02/03/2024,01/02/2024,0
SHO7898,DHL,19/10/2024,Accepted,Chennai,Bangalore,362.02,23/10/2024,,
SHO7899,DHL,22/09/2025,Pending,Delhi,Chennai,420.28,29/09/2025,,
SHO7901,BLUEDART,07/04/2026,Delayed,Mumbai,Bangalore,186.23,13/04/2026,21/04/2026,
SHO7903,FEDEX,09/02/2024,Delayed,Mumbai,Hyderabad,344.51,09/07/2024,13/09/2024,
SHO7904,BLUEDART,08/03/2025,Delayed,Pune,Chennai,373.09,08/10/2025,15/08/2025,
SHO7905,BLUEDART,14/04/2025,Pending,Mumbai,Hyderabad,92.53,18/04/2025,,
SHO7907,DHL,20/09/2024,In Transit,Chennai,Hyderabad,188.65,24/09/2024,,
SHO7909,FEDEX,06/05/2026,Delayed,Delhi,Pune,470.93,07/06/2026,06/09/2026,
SHO7916,BLUEDART,24/12/2024,Delayed,Chennai,Bangalore,441.37,28/12/2024,,
SHO7920,DHL,27/05/2026,Delayed,Mumbai,Bangalore,381.21,01/06/2026,,
SHO7921,FEDEX,12/01/2025,Pending,Delhi,Pune,297.17,07/12/2025,,
SHO7929,DHL,20/10/2025,In Transit,Bangalore,Mumbai,9.58,23/10/2025,,
SHO7931,FEDEX,06/02/2025,Delayed,Chennai,Pune,392.61,02/09/2025,10/02/2025,
SHO7932,BLUEDART,19/10/2025,In Transit,Pune,Hyderabad,371.19,22/10/2025,,
SHO7934,FEDEX,26/04/2024,In Transit,Bangalore,Delhi,369.28,29/04/2024,,
SHO7939,FEDEX,11/04/2024,Pending,Pune,Chennai,467.12,11/10/2024,,
SHO7943,DHL,07/12/2024,Accepted,Pune,Hyderabad,488.99,13/12/2024,,
SHO7945,FEDEX,19/02/2025,Delivered,Bangalore,Chennai,61.37,23/02/2025,22/02/2025,0
SHO7946,DHL,20/04/2026,In Transit,Pune,Bangalore,210.9,23/04/2026,,
SHO7950,DHL,30/12/2025,Delayed,Delhi,Pune,96.5,04/01/2026,13/01/2026,
SHO7952,DHL,28/06/2024,In Transit,Mumbai,Chennai,171.29,01/07/2024,,
SHO7953,BLUEDART,02/01/2025,In Transit,Mumbai,Chennai,258.21,02/07/2025,,
SHO7961,FEDEX,19/08/2024,Accepted,Mumbai,Pune,34.74,26/08/2024,,
SHO7966,FEDEX,07/07/2024,In Transit,Hyderabad,Pune,143.58,09/07/2024,,
SHO7972,FEDEX,17/12/2025,Pending,Pune,Chennai,43.24,24/12/2025,,
SHO7974,BLUEDART,12/03/2024,In Transit,Chennai,Mumbai,268.28,12/08/2024,,
SHO7976,FEDEX,20/10/2025,Pending,Chennai,Delhi,180.04,27/10/2025,,
SHO7978,FEDEX,20/04/2026,Pending,Chennai,Delhi,483.7,24/04/2026,,
SHO7979,FEDEX,19/11/2024,Delivered,Bangalore,Mumbai,448.46,24/11/2024,25/11/2024,1
SHO7982,BLUEDART,14/03/2025,Delivered,Chennai,Pune,178.39,17/03/2025,19/03/2025,2
SHO7985,BLUEDART,05/07/2024,Delivered,Delhi,Bangalore,235.13,07/09/2024,13/07/2024,0
SHO7986,DHL,21/02/2024,Delayed,Mumbai,Bangalore,71.67,28/02/2024,05/03/2024,
SHO7994,FEDEX,24/01/2026,Delivered,Hyderabad,Bangalore,177.2,26/01/2026,26/01/2026,0
SHO7996,FEDEX,06/01/2026,Delivered,Delhi,Hyderabad,425.75,13/01/2026,18/01/2026,5
SHO7997,DHL,15/10/2024,Delivered,Hyderabad,Chennai,3.04,22/10/2024,21/10/2024,0
SHO8000,BLUEDART,05/12/2024,Delayed,Bangalore,Pune,208.88,12/12/2024,22/12/2024,
SHO8001,BLUEDART,14/01/2024,Delayed,Hyderabad,Delhi,481.66,19/01/2024,,
SHO8004,BLUEDART,14/05/2025,Delayed,Bangalore,Chennai,47.02,18/05/2025,20/05/2025,
SHO8010,FEDEX,16/07/2025,Delayed,Delhi,Hyderabad,185.96,20/07/2025,,
SHO8011,BLUEDART,06/07/2025,Delivered,Chennai,Hyderabad,387.2,07/10/2025,09/07/2025,0
SHO8013,DHL,26/05/2024,Accepted,Chennai,Bangalore,261.71,29/05/2024,,
SHO8016,DHL,05/05/2024,In Transit,Hyderabad,Mumbai,241.08,05/07/2024,,
SHO8017,DHL,18/02/2026,Pending,Hyderabad,Pune,321.77,24/02/2026,,
SHO8020,BLUEDART,10/03/2025,Delayed,Mumbai,Pune,226.21,15/03/2025,22/03/2025,
SHO8021,BLUEDART,09/12/2025,Delayed,Pune,Bangalore,110.63,13/12/2025,,
SHO8024,FEDEX,31/07/2025,In Transit,Hyderabad,Delhi,170.86,06/08/2025,,
SHO8026,BLUEDART,05/11/2024,Pending,Mumbai,Chennai,251.17,11/11/2024,,
SHO8028,FEDEX,31/05/2024,Pending,Mumbai,Hyderabad,31.42,04/06/2024,,
SHO8029,BLUEDART,23/12/2024,Pending,Bangalore,Chennai,394.56,27/12/2024,,
SHO8030,DHL,08/03/2024,Pending,Delhi,Bangalore,395.28,03/10/2024,,
SHO8031,BLUEDART,16/02/2024,Delivered,Pune,Bangalore,329.33,18/02/2024,19/02/2024,1
SHO8033,DHL,09/10/2024,In Transit,Hyderabad,Pune,97.45,14/10/2024,,
SHO8042,FEDEX,25/07/2025,In Transit,Hyderabad,Pune,117.9,30/07/2025,,
SHO8044,DHL,14/06/2026,Delivered,Bangalore,Pune,419.98,17/06/2026,15/06/2026,0
SHO8045,DHL,24/10/2025,Pending,Delhi,Pune,181.84,28/10/2025,,
SHO8046,FEDEX,24/03/2024,In Transit,Hyderabad,Delhi,209.92,26/03/2024,,
SHO8047,DHL,15/05/2025,In Transit,Hyderabad,Delhi,256.38,18/05/2025,,
SHO8049,DHL,18/02/2024,Pending,Pune,Bangalore,84.64,22/02/2024,,
SHO8061,BLUEDART,21/06/2025,Pending,Delhi,Hyderabad,429.1,23/06/2025,,
SHO8063,DHL,22/11/2025,Delayed,Pune,Hyderabad,407.79,24/11/2025,12/04/2025,
SHO8068,BLUEDART,26/01/2025,In Transit,Delhi,Chennai,245.67,28/01/2025,,
SHO8070,BLUEDART,13/10/2024,Pending,Hyderabad,Delhi,97.82,16/10/2024,,
SHO8072,BLUEDART,17/04/2024,Pending,Hyderabad,Pune,26.52,20/04/2024,,
SHO8073,FEDEX,26/07/2024,Delivered,Chennai,Pune,271.95,31/07/2024,03/08/2024,3
SHO8074,BLUEDART,29/05/2024,In Transit,Pune,Chennai,470.25,02/06/2024,,
SHO8082,FEDEX,04/08/2025,In Transit,Mumbai,Bangalore,102.52,09/08/2025,,
SHO8086,BLUEDART,19/08/2024,Pending,Delhi,Pune,112.67,23/08/2024,,
SHO8087,DHL,18/02/2024,Delivered,Delhi,Bangalore,34.48,23/02/2024,25/02/2024,2
SHO8104,BLUEDART,05/09/2024,Delivered,Hyderabad,Chennai,469.75,09/10/2024,09/09/2024,0
SHO8107,FEDEX,04/10/2025,Accepted,Bangalore,Delhi,431.65,06/10/2025,,
SHO8109,BLUEDART,09/06/2025,Delivered,Bangalore,Pune,121.32,14/06/2025,16/06/2025,2
SHO8112,BLUEDART,23/04/2026,In Transit,Chennai,Hyderabad,17.6,29/04/2026,,
SHO8113,BLUEDART,27/06/2026,Delivered,Mumbai,Pune,178.2,02/07/2026,06/07/2026,4
SHO8115,BLUEDART,01/07/2024,Delivered,Mumbai,Pune,154.39,04/07/2024,05/07/2024,1
SHO8116,BLUEDART,12/07/2024,Pending,Chennai,Bangalore,402.49,10/12/2024,,
SHO8118,DHL,04/03/2025,Accepted,Chennai,Mumbai,270.03,03/11/2025,,
SHO8120,DHL,22/04/2024,Pending,Chennai,Bangalore,53.79,28/04/2024,,
SHO8121,FEDEX,18/07/2025,Pending,Bangalore,Chennai,179.69,25/07/2025,,
SHO8122,FEDEX,03/10/2025,Accepted,Bangalore,Chennai,143.81,08/10/2025,14/10/2025,
SHO8123,FEDEX,11/04/2024,Accepted,Mumbai,Hyderabad,355.83,11/11/2024,,
SHO8128,DHL,30/12/2024,Accepted,Mumbai,Pune,476.8,01/05/2025,,
SHO8129,FEDEX,22/10/2025,Pending,Chennai,Delhi,232.4,27/10/2025,,
SHO8133,DHL,20/02/2026,Delivered,Hyderabad,Delhi,345.36,22/02/2026,24/02/2026,2
SHO8134,FEDEX,02/01/2026,Delayed,Bangalore,Hyderabad,373.71,05/01/2026,14/01/2026,
SHO8139,DHL,16/03/2026,Delayed,Pune,Mumbai,227.56,19/03/2026,21/03/2026,
SHO8140,DHL,17/07/2024,In Transit,Pune,Chennai,61.11,24/07/2024,,
SHO8141,DHL,24/09/2025,Accepted,Hyderabad,Pune,243.7,26/09/2025,,
SHO8145,BLUEDART,11/05/2025,In Transit,Chennai,Hyderabad,281.9,16/05/2025,,
SHO8148,DHL,19/04/2025,Delayed,Hyderabad,Mumbai,102.57,23/04/2025,,
SHO8150,BLUEDART,13/04/2026,Accepted,Mumbai,Bangalore,333.44,17/04/2026,,
SHO8153,FEDEX,09/06/2024,Delivered,Chennai,Delhi,75.33,09/09/2024,11/09/2024,2
SHO8160,DHL,16/02/2025,Pending,Delhi,Bangalore,32.75,20/02/2025,,
SHO8162,DHL,08/08/2024,Delayed,Bangalore,Hyderabad,175.3,13/08/2024,15/08/2024,
SHO8167,FEDEX,26/08/2025,Delayed,Hyderabad,Delhi,325.72,31/08/2025,09/08/2025,
SHO8168,DHL,22/06/2025,Accepted,Bangalore,Hyderabad,278.46,28/06/2025,,
SHO8172,DHL,06/11/2025,In Transit,Hyderabad,Pune,331.18,13/11/2025,,
SHO8174,BLUEDART,28/01/2025,Accepted,Bangalore,Pune,66.55,02/04/2025,09/02/2025,
SHO8178,DHL,20/10/2025,In Transit,Delhi,Hyderabad,143.19,22/10/2025,,
SHO8182,BLUEDART,18/01/2025,Delivered,Delhi,Chennai,306.24,24/01/2025,26/01/2025,2
SHO8184,FEDEX,18/01/2026,Delayed,Bangalore,Hyderabad,134.44,20/01/2026,25/01/2026,
SHO8187,BLUEDART,19/05/2025,Delayed,Chennai,Mumbai,51.55,22/05/2025,30/05/2025,
SHO8188,FEDEX,28/12/2024,Pending,Pune,Delhi,448.11,30/12/2024,,
SHO8191,BLUEDART,20/09/2025,In Transit,Bangalore,Delhi,70.28,24/09/2025,,
SHO8196,FEDEX,21/06/2024,Delayed,Hyderabad,Pune,200.6,25/06/2024,01/07/2024,
SHO8203,BLUEDART,27/08/2025,Delivered,Pune,Delhi,404.34,29/08/2025,02/09/2025,4
SHO8204,DHL,07/03/2025,Pending,Delhi,Bangalore,473.27,10/03/2025,,
SHO8206,DHL,23/06/2024,Delivered,Pune,Hyderabad,195.7,28/06/2024,26/06/2024,0
SHO8209,BLUEDART,19/04/2026,Delivered,Chennai,Hyderabad,149.5,24/04/2026,27/04/2026,3
SHO8212,FEDEX,19/08/2025,Pending,Chennai,Bangalore,65.31,21/08/2025,,
SHO8213,FEDEX,07/08/2025,Delayed,Mumbai,Pune,92.08,11/08/2025,12/08/2025,
SHO8214,FEDEX,03/08/2024,In Transit,Delhi,Mumbai,494.78,08/09/2024,,
SHO8215,BLUEDART,15/04/2024,Delivered,Hyderabad,Mumbai,387.84,19/04/2024,20/04/2024,1
SHO8216,BLUEDART,31/10/2025,Delayed,Chennai,Hyderabad,396.94,07/11/2025,11/11/2025,
SHO8217,DHL,04/02/2024,Delayed,Mumbai,Hyderabad,128.55,09/02/2024,19/02/2024,
SHO8218,DHL,03/09/2024,In Transit,Bangalore,Mumbai,345.11,03/11/2024,,
SHO8220,FEDEX,12/07/2025,Delivered,Delhi,Bangalore,420.11,17/07/2025,22/07/2025,5
SHO8221,BLUEDART,26/12/2024,In Transit,Chennai,Bangalore,144.1,30/12/2024,,
SHO8224,BLUEDART,17/05/2026,In Transit,Pune,Delhi,87.55,24/05/2026,,
SHO8225,BLUEDART,27/08/2024,Delayed,Hyderabad,Delhi,171.07,31/08/2024,09/02/2024,
SHO8227,FEDEX,16/05/2026,Delayed,Hyderabad,Mumbai,370.22,23/05/2026,27/05/2026,
SHO8230,FEDEX,14/05/2024,Delivered,Delhi,Hyderabad,54.0,19/05/2024,21/05/2024,2
SHO8231,FEDEX,14/02/2025,Accepted,Chennai,Pune,167.6,16/02/2025,,
SHO8234,FEDEX,28/01/2025,In Transit,Chennai,Delhi,50.19,04/02/2025,,
SHO8236,DHL,13/09/2024,Accepted,Bangalore,Hyderabad,421.85,15/09/2024,17/09/2024,
SHO8237,BLUEDART,27/03/2025,Pending,Mumbai,Chennai,189.54,31/03/2025,,
SHO8238,BLUEDART,25/09/2025,Pending,Pune,Hyderabad,11.75,28/09/2025,,
SHO8244,FEDEX,20/06/2024,Delayed,Bangalore,Delhi,447.22,23/06/2024,24/06/2024,
SHO8245,DHL,13/01/2026,Delayed,Delhi,Mumbai,118.53,20/01/2026,27/01/2026,
SHO8249,DHL,20/12/2024,Delivered,Bangalore,Pune,77.87,22/12/2024,27/12/2024,5
SHO8252,FEDEX,16/11/2024,Accepted,Hyderabad,Mumbai,19.78,20/11/2024,,
SHO8256,DHL,15/09/2024,Pending,Bangalore,Delhi,222.35,18/09/2024,,
SHO8257,DHL,26/07/2025,In Transit,Hyderabad,Delhi,75.73,30/07/2025,,
SHO8258,BLUEDART,05/04/2024,Pending,Hyderabad,Pune,434.5,08/05/2024,,
SHO8263,DHL,21/08/2024,Delivered,Chennai,Bangalore,318.38,27/08/2024,31/08/2024,4
SHO8264,BLUEDART,08/10/2024,Pending,Hyderabad,Mumbai,382.01,15/10/2024,,
SHO8268,FEDEX,11/07/2025,In Transit,Mumbai,Bangalore,242.82,14/07/2025,,
SHO8269,DHL,22/03/2024,In Transit,Bangalore,Pune,283.35,25/03/2024,,
SHO8272,DHL,24/05/2026,In Transit,Mumbai,Delhi,279.69,31/05/2026,,
SHO8274,DHL,04/02/2026,In Transit,Mumbai,Bangalore,324.47,05/04/2026,,
SHO8276,FEDEX,27/08/2025,In Transit,Chennai,Delhi,153.63,03/09/2025,,
SHO8280,DHL,02/02/2025,Delivered,Hyderabad,Mumbai,195.42,02/05/2025,07/02/2025,0
SHO8284,BLUEDART,14/02/2026,In Transit,Hyderabad,Pune,489.39,19/02/2026,,
SHO8287,FEDEX,26/10/2025,In Transit,Bangalore,Delhi,36.53,31/10/2025,,
SHO8288,DHL,26/10/2025,Delayed,Mumbai,Delhi,468.22,31/10/2025,,
SHO8290,FEDEX,21/09/2025,Pending,Hyderabad,Pune,9.04,27/09/2025,,
SHO8292,DHL,13/11/2025,In Transit,Bangalore,Pune,277.31,18/11/2025,,
SHO8296,FEDEX,20/09/2024,In Transit,Mumbai,Hyderabad,38.07,24/09/2024,,
SHO8298,BLUEDART,31/03/2026,Accepted,Chennai,Bangalore,206.33,03/04/2026,,
SHO8299,DHL,01/05/2026,Pending,Bangalore,Chennai,67.62,06/05/2026,,
SHO8300,BLUEDART,12/06/2024,Pending,Chennai,Hyderabad,235.87,12/10/2024,,
SHO8302,FEDEX,06/09/2025,Pending,Bangalore,Hyderabad,271.02,09/12/2025,,
SHO8305,FEDEX,21/10/2025,In Transit,Hyderabad,Mumbai,469.26,23/10/2025,,
SHO8307,FEDEX,18/04/2026,Delivered,Hyderabad,Mumbai,402.79,25/04/2026,25/04/2026,0
SHO8312,FEDEX,31/12/2024,In Transit,Delhi,Mumbai,38.64,03/01/2025,,
SHO8315,DHL,14/02/2026,Delayed,Bangalore,Pune,389.1,19/02/2026,21/02/2026,
SHO8319,DHL,17/02/2024,Delivered,Pune,Chennai,498.45,24/02/2024,27/02/2024,3
SHO8325,BLUEDART,22/02/2025,Accepted,Chennai,Hyderabad,482.2,25/02/2025,25/02/2025,
SHO8327,BLUEDART,13/09/2025,Delayed,Pune,Mumbai,349.76,17/09/2025,24/09/2025,
SHO8328,DHL,25/05/2026,Delayed,Hyderabad,Bangalore,288.19,31/05/2026,06/03/2026,
SHO8329,FEDEX,06/09/2024,Delivered,Chennai,Pune,371.02,10/09/2024,09/12/2024,90
SHO8332,BLUEDART,19/01/2025,In Transit,Bangalore,Delhi,171.39,24/01/2025,,
SHO8337,DHL,20/02/2026,Pending,Delhi,Hyderabad,48.28,23/02/2026,,
SHO8338,BLUEDART,18/12/2025,Accepted,Chennai,Pune,297.74,23/12/2025,,
SHO8339,BLUEDART,26/01/2024,Accepted,Delhi,Pune,269.46,31/01/2024,,
SHO8340,FEDEX,13/02/2026,Pending,Mumbai,Bangalore,494.05,15/02/2026,,
SHO8341,BLUEDART,17/03/2025,Delivered,Mumbai,Pune,349.29,23/03/2025,28/03/2025,5
SHO8352,DHL,21/01/2026,Pending,Mumbai,Pune,249.35,23/01/2026,,
SHO8354,DHL,05/05/2026,In Transit,Chennai,Mumbai,28.44,05/11/2026,,
SHO8357,BLUEDART,13/09/2025,Delayed,Pune,Mumbai,381.03,15/09/2025,22/09/2025,
SHO8362,BLUEDART,13/06/2024,Delayed,Bangalore,Hyderabad,24.7,18/06/2024,27/06/2024,
SHO8363,FEDEX,10/07/2025,Accepted,Bangalore,Chennai,298.08,14/10/2025,,
SHO8365,FEDEX,16/01/2025,Delayed,Pune,Chennai,175.9,23/01/2025,30/01/2025,
SHO8370,BLUEDART,12/10/2024,Pending,Bangalore,Mumbai,157.1,18/10/2024,,
SHO8371,DHL,18/03/2025,Pending,Hyderabad,Mumbai,138.79,22/03/2025,,
SHO8377,DHL,13/10/2025,Delayed,Hyderabad,Bangalore,111.39,17/10/2025,24/10/2025,
SHO8380,BLUEDART,24/06/2026,Delayed,Pune,Bangalore,233.7,29/06/2026,02/07/2026,
SHO8383,BLUEDART,26/04/2026,Delivered,Hyderabad,Pune,260.72,28/04/2026,28/04/2026,0
SHO8385,FEDEX,20/12/2024,In Transit,Bangalore,Pune,388.06,27/12/2024,,
SHO8386,FEDEX,28/05/2026,Delayed,Bangalore,Hyderabad,255.34,01/06/2026,06/09/2026,
SHO8388,DHL,20/06/2024,Pending,Chennai,Delhi,195.65,24/06/2024,,
SHO8389,FEDEX,16/11/2024,In Transit,Delhi,Mumbai,104.8,18/11/2024,,
SHO8391,BLUEDART,26/10/2025,Accepted,Mumbai,Delhi,20.67,30/10/2025,09/11/2025,
SHO8392,BLUEDART,01/12/2025,Pending,Bangalore,Delhi,99.83,07/12/2025,,
SHO8394,DHL,13/08/2024,Pending,Mumbai,Hyderabad,316.68,20/08/2024,,
SHO8396,FEDEX,31/05/2025,Pending,Delhi,Bangalore,155.05,03/06/2025,,
SHO8397,FEDEX,22/12/2025,Delivered,Mumbai,Bangalore,178.07,24/12/2025,28/12/2025,4
SHO8398,DHL,14/02/2025,Pending,Pune,Mumbai,298.07,20/02/2025,,
SHO8400,FEDEX,14/10/2025,Delayed,Mumbai,Hyderabad,390.96,19/10/2025,21/10/2025,
SHO8401,FEDEX,07/07/2025,Pending,Bangalore,Mumbai,295.03,13/07/2025,,
SHO8403,DHL,01/08/2024,Pending,Bangalore,Chennai,83.09,05/08/2024,,
SHO8405,BLUEDART,04/02/2025,In Transit,Pune,Hyderabad,190.76,04/08/2025,,
SHO8406,BLUEDART,05/03/2026,Accepted,Chennai,Bangalore,243.3,09/05/2026,,
SHO8407,DHL,11/01/2024,In Transit,Chennai,Bangalore,263.98,17/01/2024,,
SHO8409,DHL,08/11/2025,Delayed,Pune,Mumbai,459.66,10/11/2025,18/11/2025,
SHO8411,DHL,10/03/2024,Accepted,Pune,Mumbai,228.33,12/03/2024,,
SHO8412,FEDEX,08/02/2025,Pending,Mumbai,Bangalore,18.78,08/08/2025,,
SHO8418,BLUEDART,06/03/2026,In Transit,Bangalore,Hyderabad,33.35,13/03/2026,,
SHO8421,BLUEDART,18/02/2025,Delivered,Delhi,Bangalore,347.88,21/02/2025,26/02/2025,5
SHO8424,BLUEDART,24/03/2026,Accepted,Pune,Hyderabad,94.83,31/03/2026,,
SHO8425,DHL,14/03/2025,Delayed,Hyderabad,Bangalore,237.9,18/03/2025,27/03/2025,
SHO8430,FEDEX,08/03/2024,Delayed,Pune,Chennai,322.99,14/03/2024,23/03/2024,
SHO8433,FEDEX,28/03/2026,Pending,Bangalore,Pune,354.43,03/04/2026,,
SHO8434,BLUEDART,09/02/2024,Delayed,Mumbai,Pune,58.53,04/09/2024,05/09/2024,
SHO8435,DHL,20/03/2026,Pending,Delhi,Bangalore,199.4,23/03/2026,,
SHO8436,FEDEX,15/11/2024,Delayed,Bangalore,Mumbai,10.0,18/11/2024,20/11/2024,
SHO8438,BLUEDART,25/01/2026,Delayed,Pune,Delhi,403.5,27/01/2026,01/02/2026,
SHO8439,DHL,05/02/2026,Delayed,Delhi,Chennai,306.32,12/02/2026,19/02/2026,
SHO8440,FEDEX,12/04/2026,Delivered,Pune,Chennai,119.05,16/04/2026,20/04/2026,4
SHO8442,DHL,25/07/2025,Delivered,Bangalore,Mumbai,218.76,27/07/2025,26/07/2025,0
SHO8443,BLUEDART,05/05/2024,In Transit,Pune,Chennai,158.01,11/05/2024,,
SHO8447,DHL,04/08/2025,Delayed,Hyderabad,Pune,326.67,07/08/2025,12/08/2025,
SHO8451,FEDEX,08/07/2025,In Transit,Mumbai,Chennai,379.45,09/08/2025,,
SHO8452,FEDEX,20/06/2026,Pending,Mumbai,Bangalore,11.16,22/06/2026,,
SHO8453,FEDEX,25/09/2024,Delayed,Delhi,Pune,438.65,28/09/2024,01/10/2024,
SHO8455,FEDEX,30/06/2026,Pending,Delhi,Mumbai,178.35,02/07/2026,,
SHO8456,DHL,07/02/2026,Delivered,Hyderabad,Mumbai,493.15,11/02/2026,14/02/2026,3
SHO8457,BLUEDART,14/06/2024,In Transit,Pune,Hyderabad,244.56,19/06/2024,,
SHO8458,FEDEX,07/04/2025,Delivered,Bangalore,Chennai,142.95,07/10/2025,15/07/2025,0
SHO8460,BLUEDART,04/05/2024,Pending,Mumbai,Delhi,162.83,04/08/2024,,
SHO8466,DHL,12/11/2025,Delayed,Mumbai,Hyderabad,374.67,14/11/2025,18/11/2025,
SHO8467,FEDEX,12/02/2025,Delivered,Bangalore,Chennai,260.78,12/08/2025,09/12/2025,119
SHO8468,DHL,10/02/2025,Delayed,Hyderabad,Chennai,469.19,17/02/2025,24/02/2025,
SHO8471,FEDEX,11/11/2024,In Transit,Mumbai,Chennai,371.5,13/11/2024,,
SHO8473,FEDEX,29/06/2024,Pending,Pune,Hyderabad,440.86,05/07/2024,,
SHO8475,DHL,15/05/2024,Pending,Chennai,Pune,29.77,17/05/2024,,
SHO8478,BLUEDART,20/04/2024,Pending,Mumbai,Hyderabad,448.52,23/04/2024,,
SHO8481,BLUEDART,31/05/2024,Pending,Hyderabad,Bangalore,282.43,02/06/2024,,
SHO8482,FEDEX,27/03/2025,Accepted,Pune,Bangalore,112.89,31/03/2025,06/04/2025,
SHO8484,BLUEDART,11/08/2025,Pending,Bangalore,Chennai,23.16,17/08/2025,,
SHO8485,BLUEDART,25/12/2024,Accepted,Delhi,Bangalore,190.62,28/12/2024,,
SHO8498,DHL,17/01/2024,Delivered,Delhi,Chennai,478.51,22/01/2024,24/01/2024,2
SHO8501,FEDEX,23/06/2026,Delayed,Pune,Mumbai,411.67,26/06/2026,28/06/2026,
SHO8510,DHL,06/10/2025,Delivered,Pune,Mumbai,262.78,12/10/2025,10/10/2025,0
SHO8511,FEDEX,19/09/2024,In Transit,Mumbai,Delhi,40.91,21/09/2024,,
SHO8521,DHL,13/06/2024,Delivered,Chennai,Delhi,336.02,20/06/2024,24/06/2024,4
SHO8522,FEDEX,07/06/2026,Accepted,Chennai,Hyderabad,192.66,06/10/2026,,
SHO8526,DHL,03/08/2024,Pending,Pune,Delhi,53.04,03/10/2024,,
SHO8527,BLUEDART,29/05/2025,Delayed,Pune,Delhi,138.84,05/06/2025,06/06/2025,
SHO8530,FEDEX,20/01/2025,In Transit,Chennai,Pune,304.87,25/01/2025,,
SHO8532,FEDEX,21/01/2025,Delivered,Pune,Chennai,413.15,26/01/2025,26/01/2025,0
SHO8535,BLUEDART,18/05/2025,Accepted,Chennai,Hyderabad,339.49,20/05/2025,,
SHO8541,DHL,16/09/2025,Pending,Bangalore,Hyderabad,452.24,20/09/2025,,
SHO8544,FEDEX,03/07/2026,In Transit,Pune,Chennai,9.96,03/12/2026,,
SHO8547,BLUEDART,14/03/2025,Accepted,Bangalore,Mumbai,284.75,17/03/2025,26/03/2025,
SHO8548,DHL,29/12/2024,Pending,Chennai,Bangalore,360.14,01/02/2025,,
SHO8553,FEDEX,17/09/2024,Delayed,Hyderabad,Mumbai,353.96,24/09/2024,29/09/2024,
