shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days,reason
SHO8250,BLUEDART,29/06/2024,Delayed,Hyderabad,Delhi,-62.3,03/07/2024,06/07/2024,,Invalid freight cost
SHO8251,FEDEX,16/05/2025,Delivered,Bangalore,Mumbai,-53.36,20/05/2025,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO8253,FEDEX,04/01/2026,UNKNOWN,Chennai,Pune,392.54,01/09/2026,,,Invalid status
SHO8254,DHL,29/04/2024,Delivered,Delhi,Mumbai,375.24,,04/05/2024,,Expected Delivery Date is missing or invalid
SHO8255,DHL,05/03/2024,IN TRANS,Hyderabad,Delhi,11.55,08/03/2024,,,Invalid status
SHO8259,FEDEX,,Accepted,Bangalore,Pune,453.19,07/02/2026,,,Invalid ship date
SHO8260,FEDEX,17/03/2024,Delivered,Chennai,Hyderabad,391.73,,19/03/2024,,Expected Delivery Date is missing or invalid
SHO8261,FEDEX,26/08/2025,Delayed,Hyderabad,Mumbai,-76.53,30/08/2025,03/09/2025,,Invalid freight cost
,BLUEDART,26/07/2024,IN TRANS,Mumbai,Bangalore,412.81,31/07/2024,,,Missing shipment ID; Invalid status
SHO8265,DHL,,Delivered,Mumbai,Hyderabad,107.35,05/05/2025,09/05/2025,4,Invalid ship date
SHO8266,FEDEX,29/10/2024,Accepted,Chennai,Mumbai,287.65,11/02/2024,,,Expected Delivery Date is before Ship Date
SHO8267,BLUEDART,24/12/2025,Delayed,Delhi,Hyderabad,,,01/03/2026,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8270,FEDEX,,Accepted,Chennai,Bangalore,21.32,22/01/2026,26/01/2026,,Invalid ship date
SHO8271,BLUEDART,04/02/2024,In Transit,Delhi,Hyderabad,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8273,BLUEDART,20/07/2024,Delayed,Bangalore,Delhi,,26/07/2024,04/08/2024,,Invalid freight cost
SHO8275,FEDEX,04/09/2024,UNKNOWN,Delhi,Pune,495.3,09/09/2024,14/09/2024,,Invalid status
SHO8277,DHL,24/01/2024,Delivered,Pune,Delhi,258.07,,02/01/2024,,Expected Delivery Date is missing or invalid; Delivered Date is before Ship Date
SHO8278,FEDEX,14/06/2026,In Transit,Pune,Chennai,-55.76,16/06/2026,,,Invalid freight cost
SHO8279,FEDEX,11/07/2024,UNKNOWN,Pune,Bangalore,32.76,11/10/2024,,,Invalid status
SHO8281,DHL,16/01/2024,Pending,Pune,Chennai,-16.8,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8282,DHL,10/12/2024,Delivered,Bangalore,Pune,207.26,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO8283,DHL,24/02/2024,Delivered,Mumbai,Delhi,-13.08,27/02/2024,28/02/2024,1,Invalid freight cost
SHO8285,BLUEDART,31/10/2024,Accepted,Chennai,Pune,379.33,,,,Expected Delivery Date is missing or invalid
SHO8286,FEDEX,,Pending,Bangalore,Chennai,223.74,30/06/2025,,,Invalid ship date
SHO8289,DHL,14/01/2026,In Transit,Pune,Delhi,203.56,,,,Expected Delivery Date is missing or invalid
SHO8291,BLUEDART,,Delivered,Mumbai,Chennai,219.35,,06/06/2025,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8293,FEDEX,,In Transit,Hyderabad,Mumbai,,03/05/2026,,,Invalid ship date; Invalid freight cost
SHO8294,DHL,17/04/2025,Pending,Delhi,Mumbai,81.27,,,,Expected Delivery Date is missing or invalid
SHO8295,BLUEDART,15/03/2024,Pending,Mumbai,Chennai,403.43,,,,Expected Delivery Date is missing or invalid
SHO8297,DHL,,Pending,Chennai,Mumbai,124.1,08/08/2025,,,Invalid ship date
SHO8301,DHL,17/02/2024,Delivered,Chennai,Hyderabad,286.95,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO8303,DHL,13/05/2025,IN TRANS,Mumbai,Bangalore,51.28,15/05/2025,,,Invalid status
SHO8304,DHL,,Pending,Bangalore,Pune,-70.31,25/02/2026,,,Invalid ship date; Invalid freight cost
SHO8306,BLUEDART,12/03/2026,Delivered,Mumbai,Hyderabad,441.97,18/03/2026,,,Delivered Date is missing or invalid for Delivered status
SHO8308,FEDEX,,Delayed,Delhi,Chennai,61.97,,01/12/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
,FEDEX,31/03/2026,Pending,Hyderabad,Bangalore,396.53,04/05/2026,,,Missing shipment ID
SHO8310,DHL,,Pending,Pune,Chennai,187.53,25/04/2024,,,Invalid ship date
SHO8311,DHL,23/02/2024,Delayed,Delhi,Bangalore,,25/02/2024,,,Invalid freight cost
,DHL,,Delivered,Chennai,Bangalore,201.13,,11/02/2026,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid
SHO8314,BLUEDART,03/04/2024,Delivered,Chennai,Hyderabad,299.46,,12/04/2024,,Expected Delivery Date is missing or invalid
SHO8316,BLUEDART,20/06/2026,Accepted,Pune,Hyderabad,382.64,,,,Expected Delivery Date is missing or invalid
SHO8317,DHL,30/11/2025,In Transit,Pune,Bangalore,-68.92,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8318,BLUEDART,,Accepted,Delhi,Pune,215.94,08/04/2026,,,Invalid ship date
SHO8320,FEDEX,19/12/2024,Delivered,Delhi,Mumbai,-22.21,25/12/2024,26/12/2024,1,Invalid freight cost
SHO8321,BLUEDART,,Delivered,Delhi,Bangalore,97.15,,14/12/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8322,FEDEX,,Delayed,Hyderabad,Pune,377.89,01/09/2025,16/01/2025,,Invalid ship date
SHO8323,DHL,12/12/2024,In Transit,Pune,Hyderabad,,18/12/2024,,,Invalid freight cost
SHO8324,DHL,16/07/2024,UNKNOWN,Bangalore,Mumbai,108.02,19/07/2024,22/07/2024,,Invalid status
SHO8326,BLUEDART,17/11/2025,Delivered,Pune,Hyderabad,460.69,,21/11/2025,,Expected Delivery Date is missing or invalid
SHO8330,FEDEX,09/12/2024,IN TRANS,Mumbai,Chennai,77.18,15/09/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO8331,FEDEX,,Delayed,Mumbai,Bangalore,293.86,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8333,BLUEDART,06/08/2024,Delayed,Mumbai,Bangalore,492.01,,22/08/2024,,Expected Delivery Date is missing or invalid
SHO8334,DHL,14/04/2025,UNKNOWN,Hyderabad,Delhi,30.73,20/04/2025,,,Invalid status
SHO8335,BLUEDART,,Delayed,Mumbai,Bangalore,84.79,02/04/2025,11/04/2025,,Invalid ship date
SHO8336,FEDEX,07/03/2026,Pending,Mumbai,Bangalore,-10.85,13/03/2026,,,Invalid freight cost
SHO8342,BLUEDART,,Delayed,Chennai,Bangalore,218.83,23/03/2026,04/01/2026,,Invalid ship date
SHO8343,DHL,,Accepted,Pune,Bangalore,-60.11,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8344,DHL,22/02/2026,Delivered,Bangalore,Chennai,146.51,28/02/2026,,,Delivered Date is missing or invalid for Delivered status
SHO8345,DHL,,Delivered,Chennai,Pune,433.03,10/10/2025,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO8346,BLUEDART,08/01/2024,Delivered,Bangalore,Hyderabad,221.05,,17/01/2024,,Expected Delivery Date is missing or invalid
SHO8347,FEDEX,,Delayed,Bangalore,Delhi,-43.86,31/08/2025,06/09/2025,,Invalid ship date; Invalid freight cost
SHO8348,FEDEX,09/11/2024,Delayed,Pune,Hyderabad,156.25,13/09/2024,,,Expected Delivery Date is before Ship Date
,BLUEDART,,Pending,Chennai,Delhi,416.6,07/12/2025,,,Missing shipment ID; Invalid ship date
SHO8350,FEDEX,16/11/2024,Delivered,Chennai,Delhi,-64.29,21/11/2024,25/11/2024,4,Invalid freight cost
SHO8351,BLUEDART,06/07/2025,Pending,Hyderabad,Chennai,17.25,13/06/2025,,,Expected Delivery Date is before Ship Date
SHO8353,DHL,03/04/2024,In Transit,Chennai,Mumbai,-39.26,04/06/2024,,,Invalid freight cost
SHO8355,FEDEX,,Delivered,Mumbai,Pune,58.37,14/04/2026,13/04/2026,0,Invalid ship date
SHO8356,BLUEDART,27/11/2025,IN TRANS,Mumbai,Pune,,12/04/2025,,,Invalid status; Expected Delivery Date is before Ship Date; Invalid freight cost
SHO8358,DHL,26/08/2025,Delayed,Pune,Delhi,488.52,09/02/2025,08/09/2025,,Expected Delivery Date is before Ship Date
SHO8359,FEDEX,29/03/2025,Delivered,Hyderabad,Pune,217.21,,31/03/2025,,Expected Delivery Date is missing or invalid
,DHL,,Pending,Delhi,Chennai,,03/04/2026,,,Missing shipment ID; Invalid ship date; Invalid freight cost
SHO8361,BLUEDART,,Delayed,Pune,Hyderabad,167.08,11/11/2025,,,Invalid ship date
SHO8364,FEDEX,29/03/2025,Delivered,Pune,Mumbai,,04/05/2025,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO8366,FEDEX,10/12/2024,IN TRANS,Delhi,Chennai,252.64,14/10/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO8367,BLUEDART,,Pending,Chennai,Hyderabad,66.72,26/06/2026,,,Invalid ship date
SHO8368,DHL,23/03/2024,Delayed,Chennai,Pune,-10.98,30/03/2024,04/04/2024,,Invalid freight cost
SHO8369,DHL,09/05/2024,In Transit,Hyderabad,Mumbai,83.43,,,,Expected Delivery Date is missing or invalid
SHO8372,BLUEDART,,UNKNOWN,Delhi,Pune,408.47,20/10/2024,,,Invalid ship date; Invalid status
SHO8373,DHL,,Pending,Mumbai,Hyderabad,75.91,05/02/2025,,,Invalid ship date
SHO8374,DHL,11/04/2025,Delayed,Delhi,Bangalore,346.93,,11/11/2025,,Expected Delivery Date is missing or invalid
SHO8375,FEDEX,11/05/2025,Pending,Delhi,Hyderabad,-59.97,11/07/2025,,,Invalid freight cost
,FEDEX,06/05/2026,Delayed,Hyderabad,Mumbai,-53.05,12/05/2026,18/05/2026,,Missing shipment ID; Invalid freight cost
SHO8378,FEDEX,07/10/2024,Pending,Chennai,Mumbai,103.17,10/09/2024,,,Expected Delivery Date is before Ship Date
SHO8379,FEDEX,16/09/2025,Pending,Hyderabad,Chennai,106.56,,,,Expected Delivery Date is missing or invalid
SHO8381,BLUEDART,15/06/2026,Delivered,Bangalore,Chennai,128.91,,22/06/2026,,Expected Delivery Date is missing or invalid
SHO8382,FEDEX,04/02/2026,UNKNOWN,Chennai,Pune,365.05,07/04/2026,04/08/2026,,Invalid status
SHO8384,FEDEX,12/08/2024,Pending,Pune,Delhi,302.51,,,,Expected Delivery Date is missing or invalid
SHO8387,FEDEX,,Delayed,Delhi,Bangalore,300.02,17/03/2026,24/03/2026,,Invalid ship date
,DHL,01/11/2024,Delivered,Hyderabad,Mumbai,446.39,11/03/2024,11/03/2024,0,Missing shipment ID; Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO8393,DHL,14/10/2025,IN TRANS,Chennai,Hyderabad,126.94,18/10/2025,,,Invalid status
SHO8395,FEDEX,04/03/2024,Delivered,Pune,Hyderabad,-11.16,04/05/2024,07/04/2024,0,Invalid freight cost
SHO8399,DHL,,Delivered,Mumbai,Delhi,-51.35,,06/07/2024,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8402,DHL,29/04/2025,Pending,Pune,Chennai,-11.11,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8404,FEDEX,11/09/2024,Pending,Hyderabad,Mumbai,,15/11/2024,,,Invalid freight cost
,BLUEDART,,Delayed,Bangalore,Chennai,477.75,17/06/2025,27/06/2025,,Missing shipment ID; Invalid ship date
SHO8410,BLUEDART,06/10/2024,In Transit,Delhi,Mumbai,209.62,16/06/2024,,,Expected Delivery Date is before Ship Date
,FEDEX,18/01/2026,Pending,Hyderabad,Bangalore,-66.81,25/01/2026,,,Missing shipment ID; Invalid freight cost
SHO8414,BLUEDART,16/04/2024,In Transit,Mumbai,Hyderabad,174.35,,,,Expected Delivery Date is missing or invalid
SHO8415,FEDEX,09/07/2024,Delivered,Hyderabad,Mumbai,122.64,14/09/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8416,BLUEDART,18/05/2026,Delayed,Mumbai,Delhi,-60.2,25/05/2026,,,Invalid freight cost
SHO8417,DHL,07/05/2025,IN TRANS,Chennai,Delhi,-79.38,09/07/2025,,,Invalid status; Invalid freight cost
SHO8419,BLUEDART,28/11/2024,Accepted,Pune,Bangalore,344.54,12/04/2024,,,Expected Delivery Date is before Ship Date
SHO8420,DHL,06/09/2024,Delivered,Mumbai,Bangalore,250.01,,17/06/2024,,Expected Delivery Date is missing or invalid; Delivered Date is before Ship Date
SHO8422,DHL,13/06/2025,UNKNOWN,Chennai,Bangalore,55.95,19/06/2025,,,Invalid status
SHO8423,DHL,06/09/2024,In Transit,Bangalore,Mumbai,456.15,,,,Expected Delivery Date is missing or invalid
SHO8426,BLUEDART,08/10/2024,Delivered,Mumbai,Chennai,-31.56,13/10/2024,18/10/2024,5,Invalid freight cost
SHO8427,FEDEX,,Delivered,Bangalore,Hyderabad,65.72,,16/11/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8428,FEDEX,19/03/2025,Pending,Mumbai,Chennai,477.24,,,,Expected Delivery Date is missing or invalid
,BLUEDART,12/10/2025,Delayed,Mumbai,Bangalore,209.92,14/12/2025,23/12/2025,,Missing shipment ID
SHO8431,FEDEX,11/11/2025,Pending,Bangalore,Mumbai,,17/11/2025,,,Invalid freight cost
SHO8432,DHL,,Accepted,Delhi,Pune,44.99,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8437,DHL,19/06/2025,Pending,Hyderabad,Bangalore,-59.34,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8441,BLUEDART,28/05/2025,IN TRANS,Delhi,Mumbai,-13.45,,,,Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8444,DHL,17/09/2025,In Transit,Pune,Hyderabad,108.68,,,,Expected Delivery Date is missing or invalid
SHO8445,FEDEX,,Delivered,Hyderabad,Chennai,169.16,06/11/2024,10/06/2024,0,Invalid ship date
SHO8446,FEDEX,23/11/2025,In Transit,Delhi,Pune,39.61,,,,Expected Delivery Date is missing or invalid
SHO8448,FEDEX,19/10/2024,IN TRANS,Bangalore,Pune,,26/10/2024,,,Invalid status; Invalid freight cost
SHO8449,DHL,16/04/2026,In Transit,Bangalore,Mumbai,-79.6,21/04/2026,,,Invalid freight cost
SHO8450,DHL,28/09/2025,Delivered,Pune,Mumbai,375.09,30/09/2025,,,Delivered Date is missing or invalid for Delivered status
SHO8454,DHL,17/03/2025,Pending,Chennai,Mumbai,199.4,,,,Expected Delivery Date is missing or invalid
SHO8459,BLUEDART,26/05/2024,UNKNOWN,Mumbai,Bangalore,281.48,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO8461,BLUEDART,15/05/2025,UNKNOWN,Hyderabad,Pune,452.82,17/05/2025,18/05/2025,,Invalid status
SHO8462,BLUEDART,19/06/2025,Delivered,Delhi,Chennai,62.8,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO8463,DHL,02/11/2025,Pending,Bangalore,Hyderabad,-54.09,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8464,DHL,27/03/2026,Delivered,Delhi,Bangalore,86.72,,02/04/2026,,Expected Delivery Date is missing or invalid
SHO8465,DHL,,Delayed,Hyderabad,Delhi,82.62,25/04/2026,01/05/2026,,Invalid ship date
SHO8469,BLUEDART,15/02/2025,In Transit,Delhi,Pune,488.54,,,,Expected Delivery Date is missing or invalid
SHO8470,FEDEX,06/03/2024,IN TRANS,Chennai,Bangalore,479.77,09/03/2024,,,Invalid status
SHO8472,DHL,12/12/2025,IN TRANS,Hyderabad,Chennai,,14/12/2025,,,Invalid status; Invalid freight cost
SHO8474,DHL,,Pending,Pune,Bangalore,468.19,22/03/2024,,,Invalid ship date
SHO8476,DHL,07/05/2024,Accepted,Delhi,Bangalore,305.91,,,,Expected Delivery Date is missing or invalid
SHO8477,FEDEX,23/04/2025,Delivered,Hyderabad,Pune,-11.25,29/04/2025,28/04/2025,0,Invalid freight cost
SHO8479,FEDEX,,Accepted,Bangalore,Chennai,249.26,07/04/2025,,,Invalid ship date
SHO8480,FEDEX,,Pending,Delhi,Chennai,276.19,24/09/2025,,,Invalid ship date
SHO8483,FEDEX,22/06/2025,IN TRANS,Hyderabad,Chennai,243.41,28/06/2025,,,Invalid status
SHO8486,FEDEX,,Delivered,Bangalore,Hyderabad,388.75,05/11/2024,07/11/2024,2,Invalid ship date
SHO8487,BLUEDART,,Delayed,Hyderabad,Mumbai,66.64,,08/06/2026,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8488,FEDEX,,Delivered,Chennai,Pune,464.46,08/08/2025,09/08/2025,1,Invalid ship date
,DHL,18/09/2024,Delayed,Hyderabad,Delhi,481.04,,25/09/2024,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO8490,FEDEX,,Delivered,Bangalore,Mumbai,2.63,05/06/2024,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO8491,DHL,,Delivered,Delhi,Pune,90.99,28/02/2026,05/03/2026,5,Invalid ship date
,FEDEX,26/06/2024,In Transit,Chennai,Mumbai,281.78,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO8493,FEDEX,,Pending,Hyderabad,Pune,254.04,05/01/2025,,,Invalid ship date
SHO8494,FEDEX,26/09/2025,Pending,Hyderabad,Bangalore,197.49,,,,Expected Delivery Date is missing or invalid
SHO8495,FEDEX,25/10/2025,Delayed,Delhi,Chennai,31.06,,01/11/2025,,Expected Delivery Date is missing or invalid
,FEDEX,13/08/2025,In Transit,Mumbai,Pune,196.11,18/08/2025,,,Missing shipment ID
SHO8497,DHL,25/08/2024,Delayed,Delhi,Hyderabad,228.74,,09/05/2024,,Expected Delivery Date is missing or invalid
SHO8499,DHL,13/07/2025,In Transit,Mumbai,Chennai,-78.91,18/07/2025,,,Invalid freight cost
,FEDEX,,Pending,Hyderabad,Chennai,17.13,17/01/2024,,,Missing shipment ID; Invalid ship date
SHO8502,DHL,22/02/2026,Delayed,Bangalore,Hyderabad,166.3,,03/06/2026,,Expected Delivery Date is missing or invalid
SHO8503,FEDEX,20/04/2025,Delivered,Delhi,Pune,-63.42,26/04/2025,28/04/2025,2,Invalid freight cost
SHO8504,BLUEDART,14/03/2024,UNKNOWN,Bangalore,Hyderabad,117.49,17/03/2024,,,Invalid status
SHO8505,BLUEDART,,Delayed,Mumbai,Delhi,313.63,06/02/2025,06/04/2025,,Invalid ship date
SHO8506,DHL,16/04/2024,Delivered,Pune,Mumbai,-18.07,23/04/2024,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO8507,FEDEX,,Accepted,Pune,Delhi,488.18,11/11/2025,,,Invalid ship date
SHO8508,FEDEX,22/12/2025,Delayed,Bangalore,Pune,,27/12/2025,30/12/2025,,Invalid freight cost
SHO8509,FEDEX,29/06/2024,Delivered,Mumbai,Bangalore,113.06,,30/06/2024,,Expected Delivery Date is missing or invalid
SHO8512,DHL,,Pending,Pune,Mumbai,260.24,28/09/2024,,,Invalid ship date
SHO8513,DHL,17/07/2024,IN TRANS,Pune,Delhi,6.5,19/07/2024,,,Invalid status
SHO8514,FEDEX,24/06/2024,Delayed,Pune,Mumbai,380.12,07/01/2024,,,Expected Delivery Date is before Ship Date
SHO8515,FEDEX,,Delivered,Hyderabad,Mumbai,301.11,,17/02/2026,,Invalid ship date; Expected Delivery Date is missing or invalid
,DHL,23/06/2025,Pending,Pune,Hyderabad,256.1,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO8517,FEDEX,,In Transit,Hyderabad,Chennai,106.21,28/10/2024,,,Invalid ship date
SHO8518,FEDEX,08/07/2024,UNKNOWN,Pune,Chennai,-4.95,,15/08/2024,,Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8519,BLUEDART,04/09/2024,Delayed,Mumbai,Hyderabad,-40.95,04/11/2024,16/04/2024,,Invalid freight cost
SHO8520,BLUEDART,23/11/2024,Delivered,Hyderabad,Delhi,306.56,27/11/2024,,,Delivered Date is missing or invalid for Delivered status
,FEDEX,23/12/2024,Accepted,Bangalore,Delhi,339.73,30/12/2024,,,Missing shipment ID
SHO8524,FEDEX,,IN TRANS,Mumbai,Hyderabad,89.13,13/03/2024,,,Invalid ship date; Invalid status
SHO8525,BLUEDART,,Delivered,Pune,Mumbai,349.53,09/03/2025,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
,FEDEX,07/01/2026,IN TRANS,Mumbai,Chennai,98.36,13/01/2026,,,Missing shipment ID; Invalid status
SHO8529,BLUEDART,29/02/2024,UNKNOWN,Mumbai,Bangalore,466.91,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO8531,DHL,,UNKNOWN,Mumbai,Chennai,306.16,17/02/2026,21/02/2026,,Invalid ship date; Invalid status
SHO8533,DHL,,Pending,Delhi,Mumbai,161.79,21/07/2024,,,Invalid ship date
SHO8534,DHL,19/02/2024,Pending,Pune,Bangalore,62.35,,,,Expected Delivery Date is missing or invalid
SHO8536,DHL,14/01/2024,Delivered,Chennai,Pune,151.25,16/01/2024,,,Delivered Date is missing or invalid for Delivered status
SHO8537,FEDEX,19/01/2024,Delivered,Delhi,Chennai,142.65,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO8538,BLUEDART,15/11/2024,IN TRANS,Hyderabad,Chennai,291.62,22/11/2024,,,Invalid status
SHO8539,BLUEDART,22/03/2024,Pending,Hyderabad,Mumbai,-23.08,26/03/2024,,,Invalid freight cost
SHO8540,DHL,,Delayed,Hyderabad,Bangalore,83.13,11/11/2025,12/11/2025,,Invalid ship date
SHO8542,DHL,25/06/2026,Pending,Delhi,Pune,58.01,07/02/2026,,,Expected Delivery Date is before Ship Date
SHO8543,BLUEDART,21/04/2026,UNKNOWN,Pune,Chennai,201.52,27/04/2026,,,Invalid status
SHO8545,FEDEX,,Accepted,Chennai,Pune,317.84,28/03/2026,,,Invalid ship date
SHO8546,FEDEX,17/01/2024,UNKNOWN,Delhi,Chennai,376.52,23/01/2024,,,Invalid status
SHO8549,FEDEX,23/03/2025,Pending,Delhi,Pune,235.52,,,,Expected Delivery Date is missing or invalid
SHO8550,DHL,10/09/2025,IN TRANS,Mumbai,Hyderabad,36.46,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO8551,DHL,28/06/2025,Delayed,Hyderabad,Pune,121.81,07/04/2025,05/07/2025,,Expected Delivery Date is before Ship Date
SHO8552,DHL,,Delayed,Bangalore,Chennai,85.39,05/01/2025,01/12/2025,,Invalid ship date
SHO8554,DHL,30/04/2025,Delivered,Mumbai,Pune,13.63,02/05/2025,05/03/2025,0,Delivered Date is before Ship Date
SHO8555,DHL,19/03/2025,Pending,Delhi,Chennai,496.41,,,,Expected Delivery Date is missing or invalid
SHO8556,BLUEDART,02/08/2025,Delivered,Delhi,Pune,483.61,15/02/2025,19/02/2025,4,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO8557,FEDEX,22/11/2025,Pending,Mumbai,Chennai,194.53,,,,Expected Delivery Date is missing or invalid
,FEDEX,04/06/2025,Delivered,Pune,Hyderabad,92.47,06/06/2025,04/06/2025,0,Missing shipment ID
SHO8560,FEDEX,,Accepted,Delhi,Bangalore,406.5,24/09/2024,,,Invalid ship date
SHO8561,BLUEDART,03/07/2024,UNKNOWN,Delhi,Mumbai,297.43,14/03/2024,13/03/2024,,Invalid status; Expected Delivery Date is before Ship Date
SHO8562,DHL,09/05/2024,UNKNOWN,Hyderabad,Pune,401.68,09/09/2024,16/09/2024,,Invalid status
SHO8563,DHL,31/12/2024,Delayed,Chennai,Hyderabad,-14.12,07/01/2025,01/08/2025,,Invalid freight cost
SHO8564,DHL,09/04/2025,Delivered,Pune,Chennai,360.24,,04/12/2025,,Expected Delivery Date is missing or invalid
SHO8565,BLUEDART,,In Transit,Delhi,Pune,157.83,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO8567,DHL,30/10/2024,UNKNOWN,Bangalore,Mumbai,231.52,01/11/2024,,,Invalid status
SHO8568,FEDEX,,Delivered,Bangalore,Mumbai,341.42,27/07/2025,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
,BLUEDART,18/10/2024,Delivered,Bangalore,Pune,44.86,25/10/2024,,,Missing shipment ID; Delivered Date is missing or invalid for Delivered status
SHO8572,BLUEDART,,Delivered,Pune,Bangalore,349.33,09/10/2024,11/10/2024,2,Invalid ship date
,BLUEDART,30/05/2024,IN TRANS,Pune,Mumbai,429.64,06/04/2024,,,Missing shipment ID; Invalid status; Expected Delivery Date is before Ship Date
SHO8575,FEDEX,02/08/2025,In Transit,Chennai,Mumbai,167.34,15/02/2025,,,Expected Delivery Date is before Ship Date
SHO8576,BLUEDART,27/04/2025,UNKNOWN,Hyderabad,Delhi,150.19,29/04/2025,,,Invalid status
SHO8578,BLUEDART,,UNKNOWN,Chennai,Mumbai,,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO8579,DHL,13/10/2024,Pending,Bangalore,Delhi,370.0,,,,Expected Delivery Date is missing or invalid
SHO8580,FEDEX,11/02/2025,IN TRANS,Hyderabad,Mumbai,399.3,15/02/2025,,,Invalid status
SHO8582,BLUEDART,05/12/2026,Pending,Chennai,Hyderabad,451.44,19/05/2026,,,Expected Delivery Date is before Ship Date
SHO8584,FEDEX,02/09/2025,In Transit,Delhi,Chennai,118.28,09/04/2025,,,Expected Delivery Date is before Ship Date
SHO8585,DHL,06/10/2026,Pending,Delhi,Chennai,97.43,15/06/2026,,,Expected Delivery Date is before Ship Date
SHO8587,BLUEDART,,Delayed,Chennai,Pune,38.34,28/11/2024,04/12/2024,,Invalid ship date
SHO8588,DHL,23/03/2025,In Transit,Delhi,Chennai,,26/03/2025,,,Invalid freight cost
SHO8589,BLUEDART,24/01/2024,UNKNOWN,Bangalore,Hyderabad,104.25,30/01/2024,02/02/2024,,Invalid status
SHO8590,FEDEX,,In Transit,Chennai,Bangalore,461.85,11/05/2025,,,Invalid ship date
SHO8593,DHL,14/06/2025,UNKNOWN,Chennai,Hyderabad,480.71,17/06/2025,17/06/2025,,Invalid status
SHO8594,BLUEDART,09/05/2025,In Transit,Bangalore,Chennai,-6.57,13/05/2025,,,Invalid freight cost
SHO8597,DHL,,UNKNOWN,Bangalore,Hyderabad,440.67,06/03/2024,,,Invalid ship date; Invalid status
SHO8598,DHL,17/12/2025,Delayed,Mumbai,Pune,258.83,,25/12/2025,,Expected Delivery Date is missing or invalid
SHO8599,BLUEDART,13/04/2025,IN TRANS,Chennai,Hyderabad,-2.5,19/04/2025,,,Invalid status; Invalid freight cost
SHO8600,BLUEDART,03/11/2026,In Transit,Chennai,Mumbai,453.95,18/03/2026,,,Expected Delivery Date is before Ship Date
SHO8602,BLUEDART,,Delayed,Hyderabad,Bangalore,359.61,30/07/2024,,,Invalid ship date
,BLUEDART,21/06/2024,Delivered,Mumbai,Delhi,97.94,24/06/2024,24/06/2024,0,Missing shipment ID
SHO8604,DHL,,Pending,Hyderabad,Mumbai,381.28,28/06/2024,,,Invalid ship date
SHO8605,FEDEX,,Delivered,Mumbai,Bangalore,262.74,09/03/2025,04/09/2025,179,Invalid ship date
SHO8606,DHL,26/01/2026,Pending,Bangalore,Delhi,150.91,,,,Expected Delivery Date is missing or invalid
